ID відповіді,Чи повністю заповнене,Остання сторінка,Дата початку,Дата останньої дії,Чи згодні Ви взяти участь в опитуванні?,Чи виповнилося Вам 18 років?,"Чи брали Ви участь хоча б один раз у протестах, що почалися 16 липня після того, як Михайла Федорова не було повторно призначено міністром оборони?",Ваша стать:,Скільки Вам повних років?,В якій області Ви зараз проживаєте?,Що найкраще описує рід Вашої діяльності зараз? [Навчаюсь у школі],Що найкраще описує рід Вашої діяльності зараз? [Навчаюсь у ПТУ/коледжі/училищі],Що найкраще описує рід Вашої діяльності зараз? [Навчаюсь у закладі вищої освіти (студент/курсант/аспірант)],Що найкраще описує рід Вашої діяльності зараз? [Перебуваю у ЗСУ],Що найкраще описує рід Вашої діяльності зараз? [Працюю],Що найкраще описує рід Вашої діяльності зараз? [У декреті або піклуюсь про дитину/інших осіб],Що найкраще описує рід Вашої діяльності зараз? [На пенсії],"Що найкраще описує рід Вашої діяльності зараз? [Не працюю (не маю оплачуваної роботи, не в декреті, не на пенсії, не навчаюсь)]",Що найкраще описує рід Вашої діяльності зараз? [Інше],У якому місті (яких містах) Ви виходили на протест?,Які з цих обставин найбільше посприяли Вашому рішенню вийти на мітинг? [Мене покликали родичі/друзі/знайомі],"Які з цих обставин найбільше посприяли Вашому рішенню вийти на мітинг? [Побачив(-ла) дописи або повідомлення від людей, яких я знаю особисто, у соцмережах]","Які з цих обставин найбільше посприяли Вашому рішенню вийти на мітинг? [Побачив(-ла) заклик від медіа, блогерів або в тематичних протестних спільнотах, на які я підписаний(-а)]","Які з цих обставин найбільше посприяли Вашому рішенню вийти на мітинг? [Приєднався(-лась) до організованої групи, до якої належу (студентська спільнота, громадська організація тощо)]",Які з цих обставин найбільше посприяли Вашому рішенню вийти на мітинг? [Опинився(-лась) поруч і вирішив(-ла) приєднатися],"Які з цих обставин найбільше посприяли Вашому рішенню вийти на мітинг? [Приклад родичів/друзів/знайомих, які виходили раніше]",Які з цих обставин найбільше посприяли Вашому рішенню вийти на мітинг? [Інше],"Звідки Ви, головним чином, дізнавались про дату, час і місце зібрань? [З груп/каналів/чатів у соцмережах/месенджерах, присвячених протесту]","Звідки Ви, головним чином, дізнавались про дату, час і місце зібрань? [Випадково натрапив(-ла) на інформацію у стрічці соцмереж або в месенджерах]","Звідки Ви, головним чином, дізнавались про дату, час і місце зібрань? [Через новини (новинні сайти, ТБ, друковані медіа, YouTube-канали медіа, новинні Telegram канали тощо)]","Звідки Ви, головним чином, дізнавались про дату, час і місце зібрань? [Від знайомих/друзів/членів сім’ї/колег]","Звідки Ви, головним чином, дізнавались про дату, час і місце зібрань? [Інше]",Як би Ви сформулювали мету своєї участі в цих зібраннях?,"Чи виходили Ви на протести після того, як Михайло Драпатий замінив Олександра Сирського на посаді головнокомандувача ЗСУ?",А чи плануєте Ви у найближчий тиждень виходити на протести?,"Якщо Михайла Федорова призначать міністром оборони, чи продовжите Ви виходити на протести у найближчий тиждень після цього?","Припустимо, міністром оборони стане не Федоров, а інша людина, яка публічно зобов'яжеться продовжувати розпочаті ним реформи. Чи продовжите Ви виходити на протести у найближчий тиждень після цього?",Наскільки Ви довіряєте... [Володимиру Зеленському],Наскільки Ви довіряєте... [Михайлу Федорову],Наскільки Ви довіряєте... [Олександру Сирському],Наскільки Ви довіряєте... [Михайлу Драпатому],Наскільки Ви довіряєте... [Ігорю Клименку],Наскільки Ви довіряєте... [Євгенію Хмарі],Яким українським політичним діячам Ви довіряєте найбільше?,"У політиці люди часто говорять про ""лівих"" та ""правих"". Де б Ви розташували себе на цій шкалі, якщо 0 означає ""Ліві"", а 10 означає ""Праві""?","Наскільки Ви погоджуєтесь або не погоджуєтесь із твердженням: ""Слухняність і повага до влади – це найважливіші цінності, які повинні засвоїти діти""?","Наскільки для Вас прийнятно, щоб в Україні був сильний лідер, який стоїть над законом?","Чи брали Ви участь в акціях протесту проти закону №12414, котрий обмежував повноваження НАБУ та САП, хоча б один раз протягом 22-31 липня 2025 року?"
471,Так,10,2026-08-10 14:26:54,2026-08-10 14:36:22,Так,Так,Так,Жіноча,27,Київська,Ні,Ні,Ні,Ні,Так,Ні,Ні,Ні,,Київ,Ні,Ні,Так,Ні,Ні,Ні,,Так,Ні,Так,Ні,,"Дотримання вимог народу: комунікація з суспільством, кадрові рішення на основі ефективності і результату, демократія",Так,Безумовно так,Скоріше так,Важко відповісти,2,7 - Повністю довіряю,1 - Зовсім не довіряю,7 - Повністю довіряю,1 - Зовсім не довіряю,Важко сказати,"Драпатий, Федоров",Важко сказати,Не погоджуюсь,0 - Зовсім неприйнятно,Так
472,Ні,5,2026-08-10 14:32:31,2026-08-10 14:34:01,Так,Так,Так,Жіноча,38,Черкаська,Ні,Ні,Ні,Ні,Так,Ні,Ні,Ні,,Київ,Ні,Так,Ні,Ні,Ні,Ні,,Так,Ні,Ні,Ні,,,,,,,,,,,,,,,,,
473,Так,10,2026-08-10 14:32:33,2026-08-10 14:38:37,Так,Так,Так,Чоловіча,24,Київська,Ні,Ні,Ні,Ні,Так,Ні,Ні,Ні,,Київ,Ні,Ні,Так,Ні,Ні,Ні,"Побачив, що влада творить хуйню, побачив кілька дописів у тредс, що виходимо на мітинг і вийшли в перший же ранок з друзями",Ні,Так,Ні,Ні,,"Хочу, щоб влада прокумунікувала свої дії та рішення. Хочу, щоб влада повернула Федорова на посаду МО",Так,Безумовно так,Точно ні,Скоріше так,3,7 - Повністю довіряю,1 - Зовсім не довіряю,7 - Повністю довіряю,"Не знаю, хто це","Не знаю, хто це",Федорову,8,Зовсім не погоджуюсь,9,Так
474,Так,10,2026-08-10 14:53:23,2026-08-10 14:59:20,Так,Так,Так,Інше,30,м. Київ,Ні,Ні,Ні,Ні,Так,Ні,Ні,Ні,,Київ,Ні,Так,Ні,Ні,Ні,Так,,Ні,Так,Ні,Ні,,"Раніше не приймали участь в інших протестах думаючи що там достатньо людей для того, щоб примусити владу дослухатися. Цього разу стало очевидно що влада хронічно не дослухається і бути почутим з дивану неможливо. Моя мета - показати, що за постійний ігнор побажань спільноти на протестах з'являтимуться нові обличчя",Так,Безумовно так,Скоріше так,Скоріше так,4,6,2,5,Важко сказати,5,"Совсун, Федоров, Стерненко, Зеленський",Важко сказати,"Наскільки погоджуюсь, настільки і не погоджуюсь",5,Ні
475,Так,10,2026-08-10 14:53:58,2026-08-10 14:57:56,Так,Так,Так,Жіноча,22,м. Київ,Ні,Ні,Ні,Ні,Так,Ні,Ні,Ні,,Київ,Так,Ні,Ні,Ні,Ні,Ні,,Ні,Ні,Ні,Так,,Справедливість,Так,Важко відповісти,Скоріше ні,Важко відповісти,1 - Зовсім не довіряю,5,Важко сказати,"Не знаю, хто це","Не знаю, хто це","Не знаю, хто це",,5,Зовсім не погоджуюсь,10 - Цілком прийнятно,Ні
476,Так,10,2026-08-10 15:00:32,2026-08-10 15:10:25,Так,Так,Так,Жіноча,33,Київська,Ні,Ні,Ні,Ні,Так,Ні,Ні,Ні,,"Одеса, Київ",Ні,Ні,Ні,Ні,Ні,Ні,Прочитавши новини відчула необхідність вийти та закликати й організувати виходити своїх друзів.,Ні,Так,Ні,Ні,Є логічні і вже звичні місця де проходять звбрання. В мене навіть не було питання куди саме аиходити.,Повернути владу в правильне русло розвитку та збереження країни.,Так,Безумовно так,Скоріше так,Скоріше так,3,6,2,6,1 - Зовсім не довіряю,4,Після розпуску кабміну і призначення Умерова і Клименка на їх нинішні посади довіра залишилась виключно до Федорова.,5,Зовсім не погоджуюсь,0 - Зовсім неприйнятно,Так
477,Так,10,2026-08-10 15:03:16,2026-08-10 15:11:54,Так,Так,Так,Жіноча,28,Київська,Ні,Ні,Ні,Ні,Так,Ні,Ні,Ні,,Київ,Ні,Так,Так,Ні,Ні,Ні,,Ні,Так,Ні,Так,,"Якщо саме мета, а не вимоги, то мета – волевиявлення. Якщо я прийму участь, і вимоги виконають, то чудово. Якщо не виконають, я хоча б спробувала долучитись. А якщо моя участь могла посприяти, а я не доєдналась, то це найгірший сценарій. Тому мета в першу чергу волевиявлення",Так,Важко відповісти,Важко відповісти,Скоріше ні,3,5,2,5,Важко сказати,Важко сказати,"Федоров, Совсун",Важко сказати,Зовсім не погоджуюсь,2,Так
478,Ні,8,2026-08-10 15:07:05,2026-08-10 15:17:49,Так,Так,Так,Жіноча,58,м. Київ,Ні,Ні,Ні,Ні,Так,Ні,Ні,Ні,,Київ,Ні,Ні,Так,Ні,Ні,Ні,"Бо голос народу повинен бути почутим, бо народ обирає владу, бо корупція зашкалює, бо з такими правлінням війна не закінчиться перемогою",Ні,Ні,Ні,Ні,Тредс,"Ми не можемо під час війни провести вибори, але ми можемо впливати на владу, бо президент  не повинен бути царем чи диктатором. Час нагадати що ми парламентсько президентська країна",Так,Скоріше так,Скоріше ні,Безумовно так,1 - Зовсім не довіряю,Важко сказати,1 - Зовсім не довіряю,5,1 - Зовсім не довіряю,Важко сказати,Залужний,,Зовсім не погоджуюсь,0 - Зовсім неприйнятно,
479,Так,10,2026-08-10 15:07:31,2026-08-10 15:14:57,Так,Так,Так,Жіноча,42,м. Київ,Ні,Ні,Ні,Ні,Так,Ні,Ні,Ні,,Київ,Ні,Ні,Ні,Ні,Ні,Ні,Мене вивело моє обурення,Ні,Так,Ні,Ні,,Мета відновити Федорова на посаді,Так,Безумовно так,Скоріше ні,Скоріше так,4,6,3,7 - Повністю довіряю,6,5,Ці люди поки що військові а не політичні діячі,5,Зовсім не погоджуюсь,0 - Зовсім неприйнятно,Ні
480,Так,10,2026-08-10 15:29:08,2026-08-10 15:34:20,Так,Так,Так,Жіноча,27,м. Київ,Ні,Ні,Ні,Ні,Так,Так,Ні,Ні,,Київ,Ні,Так,Ні,Ні,Ні,Так,,Ні,Так,Так,Ні,,Повернення Федорова на посаду МО,Так,Важко відповісти,Точно ні,Скоріше так,4,6,1 - Зовсім не довіряю,6,1 - Зовсім не довіряю,1 - Зовсім не довіряю,"Федоров, Разумков",Важко сказати,Не погоджуюсь,0 - Зовсім неприйнятно,Так
481,Ні,8,2026-08-10 15:51:15,2026-08-10 15:56:43,Так,Так,Так,Жіноча,20,м. Київ,Ні,Ні,Так,Ні,Так,Ні,Ні,Ні,,київ,Ні,Ні,Так,Ні,Ні,Ні,,Так,Ні,Ні,Ні,,зробити внесок в майбутнє країни в якій планую проживати,Так,Скоріше так,Скоріше ні,Важко відповісти,2,6,1 - Зовсім не довіряю,5,2,5,,,,,
482,Так,10,2026-08-10 16:37:13,2026-08-10 18:00:24,Так,Так,Так,Чоловіча,28,м. Київ,Ні,Ні,Ні,Ні,Так,Ні,Ні,Ні,,Київ,Ні,Ні,Так,Ні,Ні,Ні,,Ні,Так,Так,Ні,,"Хочу домогтися від влади, а саме теперішнього президента України послідовних і чітких відповідей на питання:
1. Чому Федорова не повернули на посаду, а поставили Т.В.О. Хмару? Бо для загалу Федоров справлявся досить добре на тій посаді, на якій чомусь довго не затримуються.
2. Чому коли наближені до президента Міндіч, Єрмак, Умєров отримують підозри чи фігурують в  антикорупційних розслідуваннях, президент не спілкується з громадянами своєї країни на цю тему, не пояюснює для роздратованих і втомлених війною людей: чому це сталось з такою кількістю саме його колишніх колег і знайомих.
Коротко кажучи, при дуже незрозумілих рішеннях президента він не намагається комунікувати з громадяними, забуваючи певно, що саме ми, громадяни, повинні перемогти в цій війні.",Так,Безумовно так,Скоріше ні,Важко відповісти,2,6,1 - Зовсім не довіряю,6,1 - Зовсім не довіряю,3,Ярослав Залізняк,4,Зовсім не погоджуюсь,0 - Зовсім неприйнятно,Ні
483,Так,10,2026-08-10 17:03:54,2026-08-10 17:11:52,Так,Так,Так,Чоловіча,23,м. Київ,Ні,Ні,Ні,Ні,Так,Ні,Ні,Ні,Служу але не в зсу (дфтг ппо),Київ,Ні,Ні,Так,Ні,Ні,Ні,,Так,Ні,Так,Ні,,"Добитись виконання вимог, продемонструвати свою громадянську позицію і закликати інших також виходити",Так,Безумовно так,Скоріше ні,Скоріше так,3,7 - Повністю довіряю,1 - Зовсім не довіряю,7 - Повністю довіряю,Важко сказати,7 - Повністю довіряю,Федоров,6,Не погоджуюсь,0 - Зовсім неприйнятно,Ні
